title,description,date,edition,format,filesize (bytes),jpg_linkage,custodian,copyright,contributor,topicCategory,keywords,geographicDescription,spatialResolution,mapCentreLongitude,mapCentreLatitude,boundingBoxEastLongitude,boundingBoxNorthLatitude,boundingBoxSouthLatitude,boundingBoxWestLongitude
9446-13 Big Tuan Creek,Topographic map of 1:25000 9446-13 Big Tuan Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,29707264,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-13-big-tuan-creek-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-25.687500,152.875000,-25.625000,-25.750000,152.750000
9446-14 Kalah Creek,Topographic map of 1:25000 9446-14 Kalah Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16476160,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-14-kalah-creek-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-25.562500,152.875000,-25.500000,-25.625000,152.750000
9446-21 Kauri Creek,Topographic map of 1:25000 9446-21 Kauri Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,20866048,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-21-kauri-creek-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-25.812500,153.000000,-25.750000,-25.875000,152.875000
9446-22 Mount Herman,Topographic map of 1:25000 9446-22 Mount Herman displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,24281088,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-22-mount-herman-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-25.937500,153.000000,-25.875000,-26.000000,152.875000
9446-23 Kelly,Topographic map of 1:25000 9446-23 Kelly displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,32621568,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-23-kelly-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-25.937500,152.875000,-25.875000,-26.000000,152.750000
9446-24 Big Angle,Topographic map of 1:25000 9446-24 Big Angle displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,31118336,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-24-big-angle-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-25.812500,152.875000,-25.750000,-25.875000,152.750000
9446-31 Talegalla Weir,Topographic map of 1:25000 9446-31 Talegalla Weir displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,25077760,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-31-talegalla-weir-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-25.812500,152.750000,-25.750000,-25.875000,152.625000
9446-32 Ulirrah,Topographic map of 1:25000 9446-32 Ulirrah displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,27056128,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-32-ulirrah-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-25.937500,152.750000,-25.875000,-26.000000,152.625000
9446-33 Theebine,Topographic map of 1:25000 9446-33 Theebine displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22666240,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-33-theebine-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-25.937500,152.625000,-25.875000,-26.000000,152.500000
9446-34 Gundiah,Topographic map of 1:25000 9446-34 Gundiah displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,24739840,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-34-gundiah-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-25.812500,152.625000,-25.750000,-25.875000,152.500000
9446-41 Maryborough,Topographic map of 1:25000 9446-41 Maryborough displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,23716864,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-41-maryborough-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-25.562500,152.750000,-25.500000,-25.625000,152.625000
9446-42 Tinana Crossing,Topographic map of 1:25000 9446-42 Tinana Crossing displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,24733696,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-42-tinana-crossing-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-25.687500,152.750000,-25.625000,-25.750000,152.625000
9446-43 Tiaro,Topographic map of 1:25000 9446-43 Tiaro displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22175744,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-43-tiaro-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-25.687500,152.625000,-25.625000,-25.750000,152.500000
9446-44 Mungar,Topographic map of 1:25000 9446-44 Mungar displaying graphic representations of features including relief hydrography vegetation and cultural,2010,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22254592,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-44-mungar-ed-1-2010.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-25.562500,152.625000,-25.500000,-25.625000,152.500000
9447-21 Urangan,Topographic map of 1:25000 9447-21 Urangan displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17700864,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9447-21-urangan-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-25.312500,153.000000,-25.250000,-25.375000,152.875000
9447-22 River Heads,Topographic map of 1:25000 9447-22 River Heads displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16812032,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9447-22-river-heads-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-25.437500,153.000000,-25.375000,-25.500000,152.875000
9447-23 Susan River,Topographic map of 1:25000 9447-23 Susan River displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,15292416,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9447-23-susan-river-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-25.437500,152.875000,-25.375000,-25.500000,152.750000
9447-24 Pialba,Topographic map of 1:25000 9447-24 Pialba displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17721344,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9447-24-pialba-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-25.312500,152.875000,-25.250000,-25.375000,152.750000
9447-31 Takura,Topographic map of 1:25000 9447-31 Takura displaying graphic representations of features including relief hydrography vegetation and cultural,2011,Edition 1,Digital format: image---jpeg Original format: copy print : colour,18491392,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9447-31-takura-ed-1-2011.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-25.312500,152.750000,-25.250000,-25.375000,152.625000
